id,ActivityEquation,BikingOrdinalScaleNum,BikingOrdinalScaleCat,Biking,BoatingOrdinalScaleNum,BoatingOrdinalScaleCat,Boating,CampingOrdinalScaleNum,CampingOrdinalScaleCat,Camping,FishingOrdinalScaleNum,FishingOrdinalScaleCat,Fishing,GardeningOrdinalScaleNum,GardeningOrdinalScaleCat,Gardening,GatheringOrdinalScaleNum,GatheringOrdinalScaleCat,Gathering,HikingOrdinalScaleNum,HikingOrdinalScaleCat,Hiking,HuntingOrdinalScaleNum,HuntingOrdinalScaleCat,Hunting,JoggingOrdinalScaleNum,JoggingOrdinalScaleCat,Jogging,PhotographyOrdinalScaleNum,PhotographyOrdinalScaleCat,Photography,RelaxOthersOrdinalScaleNum,RelaxOthersOrdinalScaleCat,RelaxOthers,RelaxMyselfOrdinalScaleNum,RelaxMyselfOrdinalScaleCat,RelaxMyself,RockClimbingOrdinalScaleNum,RockClimbingOrdinalScaleCat,RockClimbing,WalkingOrdinalScaleNum,WalkingOrdinalScaleCat,Walking,WildlifeOrdinalScaleNum,WildlifeOrdinalScaleCat,Wildlife,BENE_AESTH,BENE_CREATIVE,BENE_TRADITION,BENE_FOOD,BENE_ID,BENE_LIFELESSON,BENE_MENTALWB,BENE_EXER,BENE_FUN,BENE_FAMILIAR,BENE_SOCIAL,BENE_SPIRTUAL,BENE_CARE,BENE_R_AESTH,BENE_R_CREATIVE,BENE_R_TRADITION,BENE_R_FOOD,BENE_R_ID,BENE_R_LIFELESSON,BENE_R_MENTALWB,BENE_R_EXER,BENE_R_FUN,BENE_R_FAMILIAR,BENE_R_SOCIAL,BENE_R_SPIRITUAL,BENE_R_CARE,BENE_RB_AESTH,BENE_RB_CREATIVE,BENE_RB_TRADITION,BENE_RB_FOOD,BENE_RB_ID,BENE_RB_LIFELESSON,BENE_RB_MENTALWB,BENE_RB_EXER,BENE_RB_FUN,BENE_RB_FAMILIAR,BENE_RB_SOCIAL,BENE_RB_SPIRITUAL,BENE_RB_CARE,BenefitsRank[1],BenefitsRank[2],BenefitsRank[3],Unranked,UA v. FA,Zip,LSAD10,UATYP10,GeographyCat,GeographyCatNum,GeographyCatNumInverse,Age,BirthYear,GenderCat,GenderCatNum,GenderCatNumInverse,Gender,Race/EthnicityCatNum,Race/EthnicityCatNumInverse,Race/EthnicityCat,RaceEthnicit1[SQ001],RaceEthnicit1[SQ002],RaceEthnicit1[SQ003],RaceEthnicit1[SQ004],RaceEthnicit1[SQ005],RaceEthnicit1[SQ006],RaceEthnicit7[SQ007],IncomeCat,IncomeCatNum,IncomeCatNumInverse,Income,EmploymentCatNum,EmploymentCatNumInverse,EmploymentCat,Employment[SQ001],Employment[SQ002],Employment[SQ003],Employment[SQ004],Employment[SQ005],Employment[SQ006]
50,A1  A2  A5  A3  A5  A4  A2  A5  A1  A1  A2  A4  A1  A6  A4   ,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,1,Less,A3,2,No change,A5,1,Less,A4,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A4,0,Doesn't do activity,A1,3,More,A6,1,Less,A4,7,4,7,4,7,6,7,7,6,7,4,5,6,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,A5,A1,A7,0,1,5767,99,R,Not urban area,0,1,78,1942,Male,0,1,A1,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,,,Y
51,A8  A5  A5  A6  A8  A5  A6  A1  A6  A8  A8  A8  A5  A8  A8   ,3,More,A8,2,No change,A5,2,No change,A5,3,More,A6,3,More,A8,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A8,3,More,A8,3,More,A8,2,No change,A5,3,More,A8,3,More,A8,7,7,7,3,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,A2,A7,A13,0,2,5495,75,U,Urban area,1,0,21,1999,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A2,0,1,All other fields,,,,,,Y
55,A1  A1  A5  A5  A7  A8  A8  A1  A3  A5  A3  A7  A1  A8  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,3,More,A8,3,More,A8,0,Doesn't do activity,A1,1,Less,A3,2,No change,A5,1,Less,A3,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,6,7,5,7,5,7,5,7,6,3,6,7,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,A7,A5,A3,0,2,5641,76,C,Not urban area,0,1,32,1988,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,Y,
56,A5  A6  A1  A5  A5  A1  A5  A5  A7  A5  A5  A5  A1  A4  A7   ,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,1,Less,A4,3,More,A7,4,3,3,4,5,4,4,4,4,5,4,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5676,76,C,Not urban area,0,1,69,1951,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,,,Y
58,A1  A1  A1  A1  A6  A5  A6  A5  A1  A7  A6  A8  A2  A8  A8   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A8,1,Less,A2,3,More,A8,3,More,A8,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,A4,A8,A10,0,2,5450,99,R,Not urban area,0,1,73,1947,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,,Y
62,A1  A1  A1  A1  A1  A1  A5  A1  A1  A1  A5  A6  A1  A5  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,6,5,4,1,5,5,6,3,6,6,3,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5201,76,C,Not urban area,0,1,78,1942,Male,0,1,A1,0,1,White,,,,,,,Y,Median Range,2,2,A4,99,99,99,,,,,,
64,A1  A2  A1  A1  A2  A2  A2  A1  A1  A2  A2  A2  A1  A2  A2   ,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,1,Less,A2,1,Less,A2,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,A13,A7,99,0,1,5401,75,U,Urban area,1,0,63,1957,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A1,0,1,All other fields,,Y,,,,
65,A7  A1  A3  A1  A6  A1  A5  A1  A1  A2  A3  A3  A1  A7  A1   ,3,More,A7,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,5,7,3,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A7,99,99,0,1,5401,75,U,Urban area,1,0,34,1986,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,Y,,,,
67,A5  A5  A5  A1  A8  A6  A6  A1  A1  A1  A7  A7  A1  A8  A7   ,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A6,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,7,7,6,7,7,7,7,7,7,7,7,7,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A4,A11,A7,0,2,5602,76,C,Not urban area,0,1,66,1954,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
68,A1  A5  A2  A1  A5  A1  A6  A1  A1  A1  A7  A7  A1  A6  A7   ,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A7,0,Doesn't do activity,A1,3,More,A6,3,More,A7,5,6,5,4,5,4,5,5,5,4,3,6,6,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,A7,A13,A8,0,1,5658,99,R,Not urban area,0,1,37,1983,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
69,A6  A8  A5  A8  A5  A7  A4  A1  A4  A5  A7  A4  A1  A8  A8   ,3,More,A6,3,More,A8,2,No change,A5,3,More,A8,2,No change,A5,3,More,A7,1,Less,A4,0,Doesn't do activity,A1,1,Less,A4,2,No change,A5,3,More,A7,1,Less,A4,0,Doesn't do activity,A1,3,More,A8,3,More,A8,6,6,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,A10,A11,A8,0,1,5401,75,U,Urban area,1,0,27,1993,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,Y,,
71,A1  A1  A1  A1  A1  A1  A1  A1  A1  A1  A1  A8  A1  A8  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,6,6,4,4,6,5,7,7,5,5,4,6,5,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,A7,A8,A2,0,2,5401,75,U,Urban area,1,0,80,1940,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
73,A5  A1  A1  A1  A8  A1  A7  A1  A1  A1  A2  A6  A1  A8  A7   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,4,4,5,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,A7,A8,A10,0,1,5482,75,U,Urban area,1,0,65,1955,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,Y,,
74,A1  A6  A1  A1  A7  A1  A8  A1  A1  A7  A8  A8  A1  A7  A1   ,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A8,3,More,A8,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,7,7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,A8,A7,A12,0,1,5443,99,R,Not urban area,0,1,67,1953,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,,Y
75,A6  A6  A4  A1  A5  A1  A7  A1  A6  A1  A6  A6  A1  A7  A1   ,3,More,A6,3,More,A6,1,Less,A4,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,5,7,4,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A11,99,99,0,2,5404,75,U,Urban area,1,0,37,1983,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,,Y,
77,A6  A5  A5  A1  A6  A5  A6  A1  A1  A1  A6  A6  A1  A6  A6   ,3,More,A6,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,6,7,7,7,6,7,7,7,7,7,7,7,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,A1,A7,99,0,1,5669,99,R,Not urban area,0,1,65,1955,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,1,0,Lost job,Y,,,,,
78,A1  A1  A1  A1  A5  A4  A6  A1  A1  A1  A5  A5  A1  A5  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A4,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,7,5,6,5,7,7,7,7,7,7,6,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5062,99,R,Not urban area,0,1,41,1979,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,,,Y
79,A5  A1  A3  A5  A4  A1  A7  A1  A6  A6  A2  A6  A1  A7  A6   ,2,No change,A5,0,Doesn't do activity,A1,1,Less,A3,2,No change,A5,1,Less,A4,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,3,More,A6,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A7,3,More,A6,7,7,7,1,7,5,7,7,7,7,7,7,5,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,A5,A12,A9,0,1,5452,75,U,Urban area,1,0,59,1961,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,,Y
80,A5  A5  A1  A1  A7  A1  A7  A1  A1  A1  A8  A5  A1  A8  A8   ,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,5,5,2,4,4,5,6,6,6,6,5,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A8,A9,A7,0,1,5443,99,R,Not urban area,0,1,61,1959,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,Y,,
81,A1  A1  A2  A1  A6  A1  A5  A1  A5  A6  A6  A6  A1  A7  A7   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,7,5,4,6,5,7,5,6,6,6,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5201,76,C,Not urban area,0,1,63,1957,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
84,A1  A1  A1  A1  A6  A1  A1  A1  A1  A4  A2  A7  A1  A6  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A4,1,Less,A2,3,More,A7,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,6,4,4,3,6,4,6,6,6,6,3,6,6,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,A7,A9,A13,0,1,5487,99,R,Not urban area,0,1,78,1942,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
87,A2  A1  A1  A1  A8  A1  A2  A1  A1  A5  A3  A8  A1  A8  A6   ,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A3,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A6,7,4,4,4,7,4,7,7,7,4,5,7,6,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A1,A7,A9,0,1,5445,99,R,Not urban area,0,1,64,1956,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,Y,,
90,A1  A1  A1  A1  A6  A1  A1  A1  A1  A5  A6  A7  A1  A8  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,3,More,A7,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,6,6,7,2,6,6,7,7,7,7,7,6,7,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,A10,A7,A9,0,1,5465,75,U,Urban area,1,0,30,1990,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,Y,,
92,A1  A1  A1  A1  A7  A1  A6  A1  A1  A1  A1  A1  A1  A7  A1   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,4,6,5,7,5,4,7,7,7,7,7,6,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A1,A7,A8,0,1,5667,99,R,Not urban area,0,1,0,0,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A2,0,1,All other fields,,,,,,Y
94,A4  A1  A1  A1  A2  A1  A6  A1  A1  A1  A1  A7  A1  A7  A7   ,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,5,6,1,7,6,7,7,7,6,5,6,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5408,75,U,Urban area,1,0,84,1936,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
97,A6  A2  A2  A1  A7  A1  A2  A1  A1  A7  A6  A6  A1  A6  A5   ,3,More,A6,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,6,6,4,4,5,5,7,5,5,4,4,4,6,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,A1,A7,A11,0,1,5464,99,R,Not urban area,0,1,48,1972,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,,,Y
99,A1  A1  A1  A1  A5  A1  A2  A1  A1  A5  A2  A2  A1  A3  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,1,Less,A3,2,No change,A5,7,7,4,4,6,7,7,6,6,6,6,7,7,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,A1,A6,A12,0,2,5452,75,U,Urban area,1,0,49,1971,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,Y,,,,
100,A1  A5  A5  A1  A5  A1  A5  A1  A1  A1  A3  A3  A1  A7  A6   ,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,3,More,A7,3,More,A6,7,2,2,1,7,4,7,7,7,7,4,4,4,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,A7,A10,A1,0,1,5473,99,R,Not urban area,0,1,71,1949,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,Y,,
102,A6  A1  A1  A1  A5  A1  A5  A1  A1  A6  A5  A6  A1  A5  A1   ,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,7,7,7,6,7,7,7,7,7,7,6,7,7,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,A13,A7,A6,0,2,5443,99,R,Not urban area,0,1,60,1960,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
104,A1  A5  A1  A1  A5  A1  A4  A1  A1  A5  A3  A4  A1  A4  A5   ,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A3,1,Less,A4,0,Doesn't do activity,A1,1,Less,A4,2,No change,A5,7,7,4,6,7,7,7,6,7,6,6,5,6,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A8,A7,A1,0,1,5403,75,U,Urban area,1,0,70,1950,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
107,A5  A4  A3  A1  A6  A1  A4  A1  A1  A1  A2  A6  A1  A7  A1   ,2,No change,A5,1,Less,A4,1,Less,A3,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,5,5,3,5,5,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,A11,A12,A9,0,1,5676,76,C,Not urban area,0,1,30,1990,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,Y,,,,
108,A4  A3  A2  A1  A5  A1  A1  A1  A1  A1  A2  A5  A1  A8  A7   ,1,Less,A4,1,Less,A3,1,Less,A2,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,4,7,7,7,6,7,7,7,7,7,6,7,3,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,A8,A4,A1,0,2,5661,99,R,Not urban area,0,1,68,1952,Female,1,0,A2,0,1,White,,,,,,,Y,99,99,99,99,0,1,All other fields,,,,,,Y
109,A8  A5  A5  A8  A8  A8  A8  A5  A1  A1  A8  A8  A1  A8  A8   ,3,More,A8,2,No change,A5,2,No change,A5,3,More,A8,3,More,A8,3,More,A8,3,More,A8,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A8,6,3,6,4,6,6,7,7,7,5,7,7,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A7,A8,A9,0,1,5060,99,R,Not urban area,0,1,57,1963,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,1,0,Lost job,Y,,,,,
